changeType,show,season,episode,title,field,old,new,traktSlug
overview_changed,Criminal Intent,1,22,Tuxedo Hill,overview,,"When Goren and Eames investigate the murder of a man linked to a corporate finance officer, they uncover a stock manipulation scheme which enriched the corporate executives by defrauding investors.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,1,22,Tuxedo Hill,traktFirstAired,,2002-05-11T01:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,1,Dead,title,,Dead,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,1,Dead,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,1,Dead,traktIds,,"{'imdb': 'tt0629524', 'plex': {'guid': '5d9c12de4eefaa001f6496d7'}, 'tmdb': 332943, 'tvdb': 47564, 'trakt': 341234}",law-order-criminal-intent
overview_changed,Criminal Intent,2,1,Dead,overview,,"The murder of a mortician and the discovery of corpses at a crematorium lead the detectives to a family man claiming to have a consulting business but suspected of being a contract killer with a penchant for perfection. Goren attempts to prove this by setting up a scheme that puts his ""fear of making a mistake"" in jeopardy.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,1,Dead,traktFirstAired,,2002-09-30T01:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,2,Bright Boy,title,,Bright Boy,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,2,Bright Boy,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,2,Bright Boy,traktIds,,"{'imdb': 'tt0629512', 'plex': {'guid': '5d9c12de4eefaa001f6496d4'}, 'tmdb': 332945, 'tvdb': 47565, 'trakt': 341235}",law-order-criminal-intent
overview_changed,Criminal Intent,2,2,Bright Boy,overview,,"The double murder of a social services worker and a deputy mayor lead the detectives to suspect a couple who may have a grudge against the social worker for taking away their children. When they learn that the social worker had taken special interest in a child prodigy being considered for admission to a prestigious, accelerated school, they examine both the boy and his obsessive father.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,2,Bright Boy,traktFirstAired,,2002-10-07T01:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,3,Anti-Thesis,title,,Anti-Thesis,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,3,Anti-Thesis,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,3,Anti-Thesis,traktIds,,"{'imdb': 'tt0629505', 'plex': {'guid': '5d9c12de4eefaa001f6496e6'}, 'tmdb': 332947, 'tvdb': 47566, 'trakt': 341236}",law-order-criminal-intent
overview_changed,Criminal Intent,2,3,Anti-Thesis,overview,,"As Goren and Eames sift through the likely suspects in the murder of a university president and his assistant, they discover that the culprit is a wily adversary who has more than these crimes to hide.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,3,Anti-Thesis,traktFirstAired,,2002-10-14T01:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,4,Best Defense,title,,Best Defense,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,4,Best Defense,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,4,Best Defense,traktIds,,"{'imdb': 'tt0629510', 'plex': {'guid': '5d9c12de4eefaa001f6496e3'}, 'tmdb': 332948, 'tvdb': 47567, 'trakt': 341237}",law-order-criminal-intent
overview_changed,Criminal Intent,2,4,Best Defense,overview,,"The detectives follow the trail when an assistant district attorney confronts and kills a hired gunman following a series of death threats. They first suspect his wife, a prominent defense attorney, through a convict whose case was being prosecuted by the A.D.A. and the rumors of her romantic affairs. When they realise that there are cracks in their seemingly airtight case, Goren has to keep Carver in the dark about some details to prove his theory.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,4,Best Defense,traktFirstAired,,2002-10-21T01:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,5,Chinoiserie,title,,Chinoiserie,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,5,Chinoiserie,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,5,Chinoiserie,traktIds,,"{'imdb': 'tt0629515', 'plex': {'guid': '5d9c12de4eefaa001f6496ef'}, 'tmdb': 332944, 'tvdb': 47568, 'trakt': 341238}",law-order-criminal-intent
overview_changed,Criminal Intent,2,5,Chinoiserie,overview,,"After a mother of two is shot dead in Chinatown, Goren and Eames first believe that her death may be connected to the Tianamen Square massacre, but then their investigation leads them to a smuggling ring dealing in antiquities.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,5,Chinoiserie,traktFirstAired,,2002-10-28T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,6,Malignant,title,,Malignant,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,6,Malignant,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,6,Malignant,traktIds,,"{'imdb': 'tt0629552', 'plex': {'guid': '5d9c12de4eefaa001f6496e9'}, 'tmdb': 332946, 'tvdb': 47569, 'trakt': 341239}",law-order-criminal-intent
overview_changed,Criminal Intent,2,6,Malignant,overview,,A robbery that involved two fatalities leads to the discovery of a long-running case of tampering with drugs. Goren and Eames have to figure out a way of catching a pharmacist who has been diluting cancer medication without using the exhumated bodies of patients who had been given the medicine.,law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,6,Malignant,traktFirstAired,,2002-11-04T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,7,Tomorrow,title,,Tomorrow,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,7,Tomorrow,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,7,Tomorrow,traktIds,,"{'imdb': 'tt0629594', 'plex': {'guid': '5d9c12de4eefaa001f6496dd'}, 'tmdb': 332949, 'tvdb': 47570, 'trakt': 341240}",law-order-criminal-intent
overview_changed,Criminal Intent,2,7,Tomorrow,overview,,"The detectives investigate a triple murder, including the son and daughter of a wealthy businessman, that occurred in his apartment. After investigating the childrens' stepmother (his second wife), they turn to a pair of nannies, one of whom works for the family. However, the detectives must reach back to the nannies' history as children, and a television soap opera, in order to better understand the motives for the crime.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,7,Tomorrow,traktFirstAired,,2002-11-11T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,8,The Pilgrim,title,,The Pilgrim,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,8,The Pilgrim,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,8,The Pilgrim,traktIds,,"{'imdb': 'tt0629589', 'plex': {'guid': '5d9c12de4eefaa001f6496e0'}, 'tmdb': 332956, 'tvdb': 47571, 'trakt': 341241}",law-order-criminal-intent
overview_changed,Criminal Intent,2,8,The Pilgrim,overview,,The detectives are called to investigate the adult daughter of a retired officer which takes them to a case of terrorism involving someone she knew that includes a shipment of explosives.,law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,8,The Pilgrim,traktFirstAired,,2002-11-18T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,9,Shandeh,title,,Shandeh,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,9,Shandeh,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,9,Shandeh,traktIds,,"{'imdb': 'tt0629572', 'plex': {'guid': '5d9c12de4eefaa001f6496ec'}, 'tmdb': 332951, 'tvdb': 47572, 'trakt': 341242}",law-order-criminal-intent
overview_changed,Criminal Intent,2,9,Shandeh,overview,,The investigation into the murder of a Jewish woman turns towards her family once Goren and Eames find out about her husband's affair.,law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,9,Shandeh,traktFirstAired,,2002-12-02T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,10,Con-Text,title,,Con-Text,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,10,Con-Text,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,10,Con-Text,traktIds,,"{'imdb': 'tt0629518', 'plex': {'guid': '5d9c12de08fddd001f31b854'}, 'tmdb': 332957, 'tvdb': 47573, 'trakt': 341243}",law-order-criminal-intent
overview_changed,Criminal Intent,2,10,Con-Text,overview,,Goren and Eames run a con of their own on a phony motivational speaker whom they suspect exploited a fragile disciple by convincing him to commit murder for profit.,law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,10,Con-Text,traktFirstAired,,2003-01-06T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,11,Baggage,title,,Baggage,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,11,Baggage,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,11,Baggage,traktIds,,"{'imdb': 'tt0629508', 'plex': {'guid': '5d9c12de08fddd001f31b851'}, 'tmdb': 332958, 'tvdb': 47574, 'trakt': 341244}",law-order-criminal-intent
overview_changed,Criminal Intent,2,11,Baggage,overview,,"When an airline baggage supervisor is found murdered in the trunk of her car, the detectives investigate the employees listed in a sexual harrassment complaint which leads them to a scam involving credit cards and credit reports with foreign links.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,11,Baggage,traktFirstAired,,2003-01-13T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,12,Suite Sorrow,title,,Suite Sorrow,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,12,Suite Sorrow,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,12,Suite Sorrow,traktIds,,"{'imdb': 'tt0629581', 'plex': {'guid': '5d9c12de08fddd001f31b860'}, 'tmdb': 332965, 'tvdb': 47575, 'trakt': 341245}",law-order-criminal-intent
overview_changed,Criminal Intent,2,12,Suite Sorrow,overview,,"After the tyrannical owner of a Manhattan luxury hotel is found submerged in her bathtub, evidence seems increasingly to indicate that the woman's death was the work of her deeply frustrated, long-suffering daughter.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,12,Suite Sorrow,traktFirstAired,,2003-02-03T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,13,See Me,title,,See Me,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,13,See Me,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,13,See Me,traktIds,,"{'imdb': 'tt0629567', 'plex': {'guid': '5d9c12de08fddd001f31b866'}, 'tmdb': 332959, 'tvdb': 47576, 'trakt': 341246}",law-order-criminal-intent
overview_changed,Criminal Intent,2,13,See Me,overview,,Detectives Goren and Eames come to believe a doctor conducted shameful experiments on the residents of a halfway house.,law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,13,See Me,traktFirstAired,,2003-02-10T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,14,Probability,title,,Probability,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,14,Probability,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,14,Probability,traktIds,,"{'imdb': 'tt0629563', 'plex': {'guid': '5d9c12de08fddd001f31b85d'}, 'tmdb': 332953, 'tvdb': 47577, 'trakt': 341247}",law-order-criminal-intent
overview_changed,Criminal Intent,2,14,Probability,overview,,"While probing the seemingly random murders of several homeless men, Goren and Eames uncover a scam involving a crooked insurance agent. However, an unsual twist leads the detectives to an unlikely suspect.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,14,Probability,traktFirstAired,,2003-02-17T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,15,Monster,title,,Monster,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,15,Monster,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,15,Monster,traktIds,,"{'imdb': 'tt0629554', 'plex': {'guid': '5d9c12de08fddd001f31b863'}, 'tmdb': 332960, 'tvdb': 47578, 'trakt': 341248}",law-order-criminal-intent
overview_changed,Criminal Intent,2,15,Monster,overview,,"The murder of a woman in her apartment results in her son, recently paroled after serving 15 years for murder, becoming the prime suspect. Having consulted with the lead detective on the old case, Goren and Eames discover he was involved in a cover-up to rush other cases to closure.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,15,Monster,traktFirstAired,,2003-03-03T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,16,Cuba Libre,title,,Cuba Libre,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,16,Cuba Libre,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,16,Cuba Libre,traktIds,,"{'imdb': 'tt0629522', 'plex': {'guid': '5d9c12de08fddd001f31b85a'}, 'tmdb': 332961, 'tvdb': 47579, 'trakt': 341249}",law-order-criminal-intent
overview_changed,Criminal Intent,2,16,Cuba Libre,overview,,"After the trophy wife of a recently released prison inmate is murdered, Goren plays on the man's paranoia to find a connection to another inmate with a hit list.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,16,Cuba Libre,traktFirstAired,,2003-03-10T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,17,Cold Comfort,title,,Cold Comfort,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,17,Cold Comfort,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
traktIds_changed,Criminal Intent,2,17,Cold Comfort,traktIds,,"{'imdb': 'tt0629516', 'plex': {'guid': '5d9c12de08fddd001f31b869'}, 'tmdb': 332962, 'tvdb': 47580, 'trakt': 341250}",law-order-criminal-intent
overview_changed,Criminal Intent,2,17,Cold Comfort,overview,,"When a woman suing her brother over the disposition of their father's remains is found murdered, Goren and Eames discover a concealed parentage and a man willing to go to any extremes to ensure his legacy.",law-order-criminal-intent
traktFirstAired_changed,Criminal Intent,2,17,Cold Comfort,traktFirstAired,,2003-03-31T02:00:00.000Z,law-order-criminal-intent
title_changed,Criminal Intent,2,18,Legion,title,,Legion,law-order-criminal-intent
traktSlug_changed,Criminal Intent,2,18,Legion,traktSlug,,law-order-criminal-intent,law-order-criminal-intent
